source_file,sheet,month,measure_label,col_index,col_letter,periodic_mm,cumulative_mm,cumulative_outside_month
C:\Temp\1-tableaux\GHA\04_304-GHA_SMC_T28_25_07-25.xlsm,Déplacements,2025-07,DH bas droit,22,V,,0.0,True
C:\Temp\1-tableaux\GHA\04_304-GHA_SMC_T28_25_07-25.xlsm,Déplacements,2025-07,DZ bas droit,23,W,,0.0,True
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DPM bas gauche,3,C,,0.0,True
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DH bas gauche,4,D,,0.0,True
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,,0.0,True
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DPM inter gauche,6,F,,3.163809029910425,True
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DH inter gauche,7,G,,15.929856082619764,True
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DZ inter gauche,8,H,,-4.9999999999954525,True
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DPM haut gauche,9,I,-0.9241568310187631,1.6988837882898622,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DH haut gauche,10,J,0.5620800196681763,4.874812143755403,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DZ haut gauche,11,K,-0.999999999990564,-9.29999999999609,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DPM centre haut,12,L,-0.8457290096437475,0.6940908346351193,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DH centre haut,13,M,0.15729723270313523,-2.4347974891553594,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DZ centre haut,14,N,-1.7000000000138016,-21.79999999999893,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DPM haut droit,15,O,-0.7673010827602411,0.37339509565370577,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DH haut droit,16,P,-0.24748550506625833,-4.349778880192279,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DZ haut droit,17,Q,-0.10000000000331966,-7.199999999997431,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DPM inter droit,18,R,-2.5794514074917174,-0.051898681153517146,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DH inter droit,19,S,0.5625218698286361,-13.37524975601756,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DZ inter droit,20,T,0.2000000000066393,-4.899999999992133,False
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DPM bas droit,21,U,,0.0,True
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DH bas droit,22,V,,0.0,True
C:\Temp\1-tableaux\GHA\04_305-GHA_SMC_T41_25_07_30.xlsm,Déplacements,2025-07,DZ bas droit,23,W,,0.0,True
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGT7+ bas gauche,3,C,-2.060557739471669,-1.5895660789713162,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD+ bas gauche,4,D,-1.7332344919722686,-2.5066470921077944,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,0.2999999999957481,-1.0000000000047748,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGT7+ haut gauche,6,F,0.3080479734407504,-0.16342230915089573,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD+ haut gauche,7,G,-0.18736695791288227,-1.0692487763359626,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ haut gauche,8,H,-0.39999999999906777,-2.0999999999986585,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGT7+ centre haut,9,I,-0.26578571683266716,0.16294358155199973,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD+ centre haut,10,J,0.09673631045875597,-0.5860456914234258,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ centre haut,11,K,-0.6000000000057071,-2.4000000000086175,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGT7+ haut droit,12,L,,1.1298288026067027,True
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD+ haut droit,13,M,,0.4165174027432883,True
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ haut droit,14,N,,-0.6999999999948159,True
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGT7+ bas droit,15,O,0.8579372188606271,1.2204594008595748,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD+ bas droit,16,P,0.289730414793965,0.4587797648594183,False
C:\Temp\1-tableaux\GTB\02_201-GT7_SMC_C061_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ bas droit,17,Q,-0.5000000000023874,-1.2000000000114142,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGRD2+ bas gauche,3,C,,0.5193451034486429,True
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGT7+ bas gauche,4,D,,-0.6405316344131329,True
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,,1.1999999999972033,True
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGRD2+ haut gauche,6,F,0.02392717403232325,0.4170082660621688,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGT7+ haut gauche,7,G,-0.7612013065023682,0.5254560343272985,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DZ haut gauche,8,H,-0.0999999999891088,-1.0999999999938836,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGRD2+ centre haut,9,I,-0.2841164720095435,0.10285374545837556,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGT7+ centre haut,10,J,-0.5738272341537787,0.489306893030228,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DZ centre haut,11,K,-0.2999999999957481,-1.8000000000029104,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGRD2+ haut droit,12,L,-0.1812629375717023,-2.6400191803102047,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGT7+ haut droit,13,M,-0.08452043952278387,-0.017299180385066393,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DZ haut droit,14,N,0.0,-1.599999999996271,False
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGRD2+ bas droit,15,O,,-3.105398800913761,True
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DGT7+ bas droit,16,P,,-0.6756469524562547,True
C:\Temp\1-tableaux\GTB\02_202-GRD_SMC_T48_PM44_25_07_08.xlsm,Déplacements,2025-07,DZ bas droit,17,Q,,0.6999999999948159,True
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGRD+ bas gauche,3,C,-0.8574267980918648,-2.7708427232537858,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGTB+ bas gauche,4,D,1.365583799628478,6.652250041282226,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,-0.39999999999906777,1.1999999999972033,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGRD+ haut gauche,6,F,-0.6822749952988261,-2.0646410251536906,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGTB+ haut gauche,7,G,1.2265810326159698,4.664467610883127,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DZ haut gauche,8,H,-0.19999999999242846,-1.599999999996271,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGRD+ centre haut,9,I,-0.6588647293348515,-1.292768370097619,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGTB+ centre haut,10,J,-1.189914835658168,0.16955793469869418,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DZ centre haut,11,K,-0.7999999999981355,-3.500000000002501,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGRD+ haut droit,12,L,-0.1629298918475186,0.3869700064500492,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGTB+ haut droit,13,M,0.5860493981990622,1.0631340287896585,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DZ haut droit,14,N,-0.2999999999957481,-1.1999999999972033,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGRD+ bas droit,15,O,-0.4831957090569716,-0.20519011160935463,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DGTB+ bas droit,16,P,0.3263768464774053,0.6766808669893543,False
C:\Temp\1-tableaux\GTB\02_203-GRD_SMC_C52_PM47_25_07_08.xlsm,Déplacements,2025-07,DZ bas droit,17,Q,-0.2999999999957481,-0.39999999999906777,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD3+ bas gauche,3,C,0.2535719300515993,-1.0453065361462066,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGTB+ bas gauche,4,D,-0.5437842499445011,-0.5977745156728886,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,-0.49999999998817657,-0.49999999998817657,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD3+ haut gauche,6,F,-0.8034628096833529,-1.8849245251786328,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGTB+ haut gauche,7,G,0.06668883399574277,-0.2169315965192542,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ haut gauche,8,H,-0.7999999999981355,-2.3999999999944066,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD3+ centre haut,9,I,0.37425129709944827,-1.4383628693819261,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGTB+ centre haut,10,J,-1.0391996533535632,-1.8844394201939576,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ centre haut,11,K,-0.39999999999906777,-3.200000000006753,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD3+ haut droit,12,L,-0.344687796115295,-4.979067014645011,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGTB+ haut droit,13,M,-1.1537722288985641,-3.7561802721262083,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ haut droit,14,N,-0.2999999999957481,-1.1999999999972033,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGRD3+ bas droit,15,O,0.4648818471615357,-3.879770472986266,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DGTB+ bas droit,16,P,-0.9969377388094891,-4.457284215536816,False
C:\Temp\1-tableaux\GTB\02_204-GRD_SMC_C63_PM57_25_07_08.xlsm,Déplacements,2025-07,DZ bas droit,17,Q,-0.5999999999914962,-0.0999999999891088,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DPM bas gauche,3,C,-0.0845255161911993,-56.453000269818254,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DH bas gauche,4,D,0.18126057030176668,12.028414573852508,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,0.2999999999957481,10.419999999996321,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DPM haut gauche,6,F,,-6.908559469373188,True
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DH haut gauche,7,G,,9.136290687793203,True
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DZ haut gauche,8,H,,-6.200000000006867,True
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DPM centre haut,9,I,-0.8039340401007067,-24.975474271633047,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DH centre haut,10,J,-1.5886125727436173,-24.997513472499232,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DZ centre haut,11,K,-0.5999999999914962,-22.999999999996135,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DPM haut droit,12,L,-0.4169935984341677,-6.399536882603751,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DH Haut droit,13,M,-0.5254676079355924,-6.625400107663548,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DZ haut droit,14,N,-0.39999999999906777,-8.300000000005525,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DPM bas droit,15,O,-0.0061047689603483946,-18.451866708223854,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DH bas droit,16,P,-0.22352332839670197,-9.078938196120934,False
C:\Temp\1-tableaux\GTB\02_205-GTB_SMC_C004_PM002_25_07_08.xlsm,Déplacements,2025-07,DZ bas droit,17,Q,-0.10000000000331966,4.549999999994725,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DPM bas gauche,3,C,-0.38036506886474086,-6.681271001354183,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DH bas gauche,4,D,0.8156730938990719,22.37254172165004,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,0.5000000000023874,5.099999999998772,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DPM haut gauche,6,F,0.3686260221780202,-1.234065184498867,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DH haut gauche,7,G,0.39257467020181736,15.42358858308912,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DZ haut gauche,8,H,0.39999999999906777,-5.699999999990268,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DPM centre haut,9,I,-0.295839454272695,-14.088539310077586,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DH centre haut,10,J,0.6344123125767709,19.801087261970608,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DZ centre haut,11,K,-0.39999999999906777,-37.09999999999525,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DPM haut droit,12,L,-0.4653611817957426,-4.1600802741550424,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DHaut  droit,13,M,-0.6583608058909896,-13.084102166626366,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DZ haut droit,14,N,0.5000000000023874,-6.599999999991724,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DPM bas droit,15,O,1.7703438452922882,-7.767449862080333,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DH bas droit,16,P,0.9358859953798593,-15.759337600758094,False
C:\Temp\1-tableaux\GTB\02_206-GTB_SMC_C009_PM007_25_07_08.xlsm,Déplacements,2025-07,DZ bas droit,17,Q,0.5000000000023874,7.000000000005002,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DPM bas gauche,3,C,,-0.707901554809709,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DH bas gauche,4,D,,1.5180580412055278,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,,-0.3999999999848569,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DPM inter gauche,6,F,,-1.0189929211854576,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DH inter gauche,7,G,,17.565139974531796,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DZ inter gauche,8,H,,-5.949999999984357,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DPM haut gauche,9,I,-0.03310565030290036,-1.525211660025505,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DH haut gauche,10,J,0.42591551336323974,11.315640813787109,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DZ haut gauche,11,K,0.6999999999948159,-8.850000000009572,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DPM voute gauche,12,L,-0.5254677063391,8.927793733867873,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DH voute gauche,13,M,0.4169938094411574,6.645825721709464,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DZ voute gauche,14,N,-0.649999999993156,-33.09999999999036,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DPM centre haut,15,O,0.25381210005370747,14.829092690385792,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DH centre haut,16,P,0.28386525680596675,3.218775299598485,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DZ centre haut,17,Q,0.649999999993156,-49.19999999999902,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DPM voute droit,18,R,0.18126057030265486,1.6576322148260658,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DH voute droit,19,S,0.08452551618809778,-16.568520447117983,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DZ voute droit,20,T,0.8000000000123464,-32.333333333326664,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DPM haut droit,21,U,-0.4047840605121422,0.7485138417298032,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DH haut droit,22,V,-0.0784209511421885,-12.726045358965266,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DZ haut droit,23,W,-0.2999999999957481,-12.399999999999523,False
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DPM inter droit,24,X,,1.1926227217635699,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DH inter droit,25,Y,,-17.760019236034097,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DZ inter droit,26,Z,,-9.449999999986858,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DPM bas droit,27,AA,,-0.9777990969528361,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DH bas droit,28,AB,,-2.221380912012183,True
C:\Temp\1-tableaux\GTB\02_207-GTB-SMC1-T16-PM13_25_07_08.xlsm,Déplacements,2025-07,DZ bas droit,29,AC,,-1.5750000000025466,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DPM bas gauche,3,C,,-0.24701914587410556,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DH bas gauche,4,D,,2.4225978989180774,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,,-0.7000000000090267,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DPM inter gauche,6,F,,-3.305546336576981,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DH inter gauche,7,G,,18.209156136986593,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DZ inter gauche,8,H,,-12.000000000000455,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DPM haut gauche,9,I,1.9995053078218916,-2.123086594341572,False
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DH haut gauche,10,J,-0.5019751777504133,12.360926405744266,False
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DZ haut gauche,11,K,0.4000000000132786,-9.000000000000341,False
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DPM centre haut,12,L,1.0692508403948864,-0.9654979361499727,False
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DH centre haut,13,M,-0.16340901744942027,3.9633086089450877,False
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DZ centre haut,14,N,0.0,-7.000000000005002,False
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DPM haut droit,15,O,2.5132281326349926,-2.2384438239768656,False
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DH haut droit,16,P,0.2892825651827913,-11.526030227135386,False
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DZ haut droit,17,Q,0.7000000000090267,-10.99999999999568,False
