source_file;sheet;galerie;section;month;metric;periodic_mm;cumulative_mm;date_last_in_month;date_last_before_month;date_last_cumulative;nb_dates_in_month;nb_dates_before_month
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DPM centre haut;0.14;-4.05;30/09/2025;25/08/2025;30/09/2025;4;57
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DH centre haut;0.18;0.65;30/09/2025;25/08/2025;30/09/2025;4;57
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DZ centre haut;-0.5;-11;30/09/2025;25/08/2025;30/09/2025;4;57
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DPM haut droit;;-6.26;;24/02/2025;24/02/2025;4;57
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DH haut droit;;-3.14;;24/02/2025;24/02/2025;4;57
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DZ haut droit;;-7.1;;24/02/2025;24/02/2025;4;57
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DPM bas droit;0.42;-7.24;30/09/2025;25/08/2025;30/09/2025;4;57
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DH bas droit;0.53;-7.9;30/09/2025;25/08/2025;30/09/2025;4;57
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DZ bas droit;0.2;3.6;30/09/2025;25/08/2025;30/09/2025;4;57
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;DZ centre haut x2;;;;;;;
"(interpolé)""";-1;-22;30/09/2025;25/08/2025;30/09/2025;4;57;;;;;
C:\data\11-CHANTIERS\BURE\10-ACTIVITES\Rapports d'activité\2025\250902-rapport mensuel septembre\1-tableaux\GGS\03_104-GGS_SMC_C003_PM001_25_09_30.xlsm;Déplacements;GGS;C003;2025-09;VITESSE EVOL DZ;;;;;;4;57
