50,37347.4076,82319.1968,1228.2857
51,37356.3208,82320.326,1228.1198
52,37365.314,82321.4785,1227.8082
53,37377.1958,82323.0374,1227.3648
55,37398.0091,82325.2176,1226.6104
56,37406.9551,82325.6938,1226.293
57,37421.898,82325.8797,1226.2946
58,37433.9553,82325.8437,1226.7792
59,37446.0011,82325.8353,1227.247
61,37465.0677,82326.0519,1227.8851
62,37477.0832,82326.6137,1227.8616
999999,999999,999999,999999
