H;V;PM
1.679;4.592;52.883
1.621;-0.245;52.727
1.894;2.729;53.465
1.592;-0.316;52.679
1.568;-0.373;52.618
1.725;4.395;53.040
1.630;-0.099;52.785
1.701;4.468;52.982
1.791;1.870;53.218
1.691;0.373;52.952
1.675;0.268;52.909
1.656;0.149;52.859
1.734;4.338;53.074
1.798;1.453;53.240
1.778;1.292;53.186
1.740;0.773;53.085
1.728;0.631;53.053
1.679;0.292;52.923
1.712;0.527;53.016
1.701;0.450;52.986
1.798;4.069;53.249
1.813;3.981;53.290
1.845;2.470;53.374
1.825;2.237;53.319
1.798;2.050;53.248
1.793;1.985;53.236
1.788;1.769;53.221
1.759;1.070;53.145
1.784;4.129;53.217
1.858;3.765;53.411
1.809;2.127;53.282
1.797;1.530;53.247
1.764;1.177;53.160
1.866;3.587;53.436
1.871;3.525;53.449
1.884;3.167;53.487
1.886;3.025;53.498
1.883;2.927;53.496
1.606;-0.166;52.759
1.815;3.913;53.328
1.596;-0.121;52.773
1.839;2.629;53.440
1.676;0.532;53.032
1.772;2.149;53.300
1.804;2.587;53.424
1.711;4.247;53.186
1.808;3.374;53.483
1.814;3.166;53.497
1.582;4.649;52.856
1.669;4.369;53.099
1.685;4.327;53.144
1.711;4.173;53.215
1.732;4.059;53.274
1.796;3.631;53.454
1.798;3.570;53.457
1.813;2.927;53.500
1.806;2.845;53.478
1.750;2.223;53.323
1.725;1.972;53.251
1.706;1.270;53.200
1.701;1.169;53.183
1.668;0.733;53.092
1.612;4.556;52.944
1.631;4.492;52.996
1.810;3.229;53.495
1.756;2.349;53.342
1.726;2.029;53.260
1.698;1.030;53.178
1.657;0.656;53.065
1.736;2.087;53.292
1.716;1.830;53.234
1.719;1.737;53.244
1.727;1.629;53.265
1.717;1.428;53.236
1.695;0.931;53.175
1.678;0.811;53.126
1.637;0.472;53.012
1.628;0.419;52.986
1.525;-0.278;52.697
1.590;4.614;52.889
1.615;0.344;52.953
1.568;0.040;52.823
1.559;-0.039;52.796
1.787;2.768;53.458
1.759;2.526;53.384
1.593;0.274;52.931
1.494;-0.337;52.657
1.467;-0.404;52.588
1.747;2.550;53.397
1.556;0.139;52.862
1.457;-0.397;52.600
1.768;3.124;53.507
1.478;-0.229;52.710
1.744;3.364;53.503
1.747;3.228;53.510
1.743;2.889;53.503
1.748;3.076;53.522
1.725;3.666;53.461
1.694;2.498;53.368
1.710;3.840;53.421
1.524;4.650;52.878
1.725;3.574;53.468
1.680;2.273;53.335
1.712;2.686;53.432
1.679;2.374;53.335
1.646;1.334;53.235
1.684;2.469;53.353
1.672;2.130;53.318
1.663;2.051;53.293
1.653;1.970;53.264
1.652;1.869;53.259
1.651;1.769;53.260
1.656;1.630;53.274
1.651;1.476;53.260
1.639;1.309;53.225
1.631;1.075;53.201
1.655;1.569;53.275
1.635;1.230;53.216
1.618;0.849;53.165
1.606;0.775;53.130
1.599;4.417;53.116
1.628;0.927;53.199
1.577;0.537;53.048
1.589;0.670;53.086
1.578;4.475;53.063
1.715;2.828;53.468
1.546;0.340;52.968
1.638;4.222;53.252
1.538;0.311;52.954
1.526;0.236;52.917
1.471;-0.143;52.758
1.479;-0.060;52.786
1.430;-0.356;52.649
1.551;0.455;53.016
1.606;0.945;53.216
1.573;4.398;53.130
1.590;4.339;53.183
1.618;4.151;53.273
1.618;4.171;53.279
1.635;2.265;53.337
1.590;1.070;53.218
1.415;-0.301;52.688
1.656;3.745;53.454
1.677;3.065;53.531
1.673;3.165;53.527
1.670;2.926;53.520
1.635;3.869;53.414
1.634;2.687;53.411
1.614;3.948;53.362
1.650;3.528;53.474
1.611;2.429;53.352
1.609;2.370;53.345
1.596;3.992;53.312
1.605;2.188;53.336
1.578;4.255;53.260
1.591;4.069;53.301
1.600;2.068;53.326
1.592;1.585;53.299
1.583;1.829;53.275
1.581;1.786;53.275
1.582;1.430;53.275
1.560;4.325;53.216
1.554;0.895;53.193
1.565;1.269;53.235
1.538;0.827;53.159
1.624;2.825;53.437
1.517;0.669;53.101
1.486;0.434;53.007
1.442;0.140;52.874
1.460;4.617;52.940
1.474;0.356;52.978
1.477;4.559;52.998
1.440;4.670;52.882
1.461;0.287;52.944
1.448;0.213;52.910
1.391;-0.066;52.753
1.380;-0.145;52.723
1.496;4.476;53.108
1.352;-0.380;52.639
1.605;3.728;53.466
1.414;0.078;52.841
1.588;2.769;53.412
1.566;2.229;53.354
1.337;-0.415;52.609
1.562;2.169;53.355
1.418;0.200;52.907
1.607;2.982;53.547
1.605;3.109;53.547
1.577;3.565;53.463
1.543;1.932;53.350
1.443;0.467;53.023
1.570;3.829;53.453
1.579;3.467;53.485
1.542;3.962;53.366
1.587;3.277;53.513
1.535;4.150;53.346
1.543;2.369;53.372
1.326;-0.361;52.646
1.543;2.484;53.378
1.539;2.027;53.363
1.529;4.073;53.337
1.523;4.230;53.322
1.523;1.629;53.318
1.523;1.569;53.319
1.584;2.921;53.529
1.583;3.168;53.530
1.518;1.472;53.309
1.508;1.374;53.281
1.499;1.170;53.254
1.493;1.030;53.240
1.534;2.668;53.388
1.474;0.870;53.187
1.460;0.772;53.140
1.450;4.472;53.114
1.461;0.744;53.147
1.443;0.637;53.096
1.428;4.536;53.054
1.408;4.595;53.003
1.557;3.335;53.524
1.387;0.255;52.939
1.338;-0.006;52.770
1.562;2.965;53.549
1.421;0.559;53.062
1.350;4.680;52.869
1.440;4.409;53.213
1.509;3.852;53.452
1.340;0.115;52.857
1.495;2.371;53.410
1.377;0.435;53.000
1.519;3.421;53.506
1.531;3.127;53.547
1.520;2.834;53.510
1.492;2.228;53.415
1.321;0.052;52.810
1.505;2.814;53.482
1.490;2.748;53.436
1.483;2.428;53.411
1.470;4.097;53.372
1.479;2.028;53.403
1.398;0.669;53.113
1.477;2.674;53.400
1.478;2.527;53.407
1.460;4.029;53.351
1.466;1.887;53.371
1.463;1.827;53.358
1.460;1.770;53.353
1.455;1.689;53.336
1.460;3.990;53.362
1.454;1.529;53.337
1.449;4.266;53.327
1.491;3.785;53.475
1.352;0.372;52.974
1.462;4.225;53.380
1.434;1.167;53.279
1.435;1.251;53.297
1.423;1.087;53.256
1.462;1.967;53.402
1.403;0.832;53.188
1.280;-0.013;52.751
1.373;4.510;53.118
1.332;0.438;52.971
1.352;0.540;53.053
1.419;1.333;53.319
1.329;4.624;53.002
1.323;0.397;52.975
1.307;4.670;52.930
1.308;0.234;52.928
1.453;3.534;53.472
1.430;2.570;53.385
1.278;0.100;52.843
1.454;3.270;53.542
1.439;3.626;53.490
1.448;3.366;53.526
1.427;2.714;53.447
1.429;3.806;53.469
1.430;1.994;53.468
1.274;0.163;52.884
1.425;2.495;53.462
1.424;2.695;53.463
1.424;2.540;53.463
1.428;2.328;53.476
1.405;1.828;53.399
1.447;3.068;53.565
1.422;2.227;53.471
1.409;3.873;53.428
1.408;1.929;53.421
1.401;1.767;53.395
1.392;1.468;53.369
1.350;0.893;53.210
1.390;4.231;53.370
1.387;1.373;53.356
1.201;-0.325;52.641
1.416;2.167;53.472
1.388;1.668;53.365
1.380;1.235;53.333
1.376;4.320;53.334
1.191;-0.431;52.623
1.371;1.206;53.318
1.390;4.168;53.408
1.242;0.097;52.830
1.383;3.949;53.383
1.203;-0.084;52.683
1.341;0.970;53.233
1.223;0.038;52.777
1.400;2.485;53.480
1.295;0.584;53.069
1.403;2.045;53.510
1.415;3.129;53.563
1.309;0.733;53.149
1.257;0.338;52.942
1.296;4.540;53.111
1.391;2.226;53.495
1.406;3.067;53.568
1.172;-0.226;52.638
1.256;0.452;52.995
1.225;4.701;52.901
1.167;-0.124;52.661
1.237;4.684;52.965
1.387;2.927;53.563
1.385;2.867;53.556
1.387;3.266;53.568
1.219;4.716;52.901
1.367;3.467;53.507
1.375;2.806;53.538
1.364;3.627;53.500
1.361;2.567;53.487
1.364;2.725;53.504
1.367;2.366;53.514
1.366;2.167;53.511
1.365;1.973;53.505
1.358;3.768;53.486
1.348;3.826;53.454
1.343;1.786;53.433
1.285;4.468;53.207
1.340;4.087;53.433
1.320;4.277;53.365
1.330;4.190;53.412
1.329;3.888;53.406
1.326;1.525;53.398
1.326;1.468;53.396
1.326;1.709;53.402
1.267;0.766;53.163
1.305;4.334;53.331
1.189;0.157;52.847
1.311;1.244;53.354
1.299;1.168;53.324
1.146;-0.027;52.707
1.286;1.089;53.295
1.270;0.932;53.236
1.257;0.871;53.210
1.118;-0.264;52.622
1.118;-0.426;52.627
1.223;0.637;53.104
1.150;0.094;52.791
1.111;-0.164;52.640
1.204;0.571;53.060
1.275;3.933;53.388
1.314;2.868;53.575
1.176;0.438;52.973
1.298;3.684;53.512
1.314;3.269;53.579
1.270;1.379;53.388
1.101;-0.123;52.651
1.310;3.164;53.570
1.304;2.063;53.543
1.173;4.688;52.980
1.304;2.227;53.547
1.295;2.686;53.521
1.302;2.428;53.549
1.296;1.927;53.522
1.295;3.429;53.526
1.284;3.778;53.487
1.288;3.667;53.502
1.292;1.888;53.517
1.287;1.826;53.494
1.300;3.326;53.565
1.204;0.697;53.142
1.265;3.844;53.438
1.272;1.729;53.466
1.186;4.575;53.097
1.262;1.566;53.425
1.260;1.657;53.435
1.257;1.468;53.422
1.148;0.376;52.935
1.260;4.150;53.451
1.269;3.566;53.488
1.242;4.308;53.377
1.074;-0.364;52.624
1.233;1.215;53.345
1.158;0.494;53.012
1.228;4.368;53.336
1.263;3.628;53.500
1.222;1.133;53.328
1.215;1.057;53.298
1.118;0.233;52.864
1.238;4.059;53.424
1.203;0.987;53.263
1.059;-0.378;52.628
1.183;4.475;53.213
1.242;3.767;53.491
1.180;0.830;53.198
1.110;0.273;52.881
1.096;0.153;52.816
1.066;-0.040;52.679
1.148;4.597;53.082
1.071;0.037;52.727
1.048;-0.423;52.627
1.243;3.370;53.549
1.154;4.546;53.147
1.240;2.928;53.566
1.218;3.575;53.475
1.238;2.427;53.568
1.238;2.368;53.570
1.226;2.564;53.520
1.235;3.121;53.569
1.228;1.946;53.537
1.226;2.627;53.535
1.229;2.066;53.551
1.220;1.865;53.509
1.117;4.641;53.029
1.224;2.728;53.541
1.059;0.074;52.752
1.104;4.712;52.989
1.198;4.015;53.445
1.202;4.103;53.469
1.225;3.026;53.578
1.208;1.789;53.496
1.201;1.670;53.475
1.207;3.447;53.521
1.177;3.947;53.391
1.179;4.185;53.436
1.168;1.267;53.379
1.173;4.268;53.410
1.174;1.329;53.412
1.071;4.761;52.919
1.126;0.874;53.215
1.146;4.390;53.324
1.200;2.326;53.589
1.198;2.246;53.584
1.137;1.038;53.285
1.193;2.164;53.571
1.189;3.266;53.562
1.001;-0.422;52.627
1.108;4.500;53.180
1.055;0.352;52.905
1.184;3.125;53.576
1.163;1.664;53.483
1.128;1.109;53.309
1.098;0.811;53.188
1.090;0.732;53.157
1.174;2.964;53.593
1.170;2.868;53.586
1.164;3.266;53.565
1.167;2.425;53.585
1.163;2.086;53.570
1.077;4.558;53.140
1.160;2.792;53.562
1.039;0.432;52.937
1.155;1.885;53.548
1.152;3.387;53.543
1.112;1.173;53.344
1.142;1.728;53.512
0.971;-0.316;52.630
1.062;0.678;53.116
0.969;-0.168;52.629
0.969;-0.266;52.628
1.128;3.570;53.475
1.095;1.104;53.305
1.116;3.984;53.442
1.113;1.392;53.427
1.068;0.797;53.187
1.108;3.908;53.416
1.022;4.735;52.975
1.128;3.365;53.552
1.127;3.226;53.547
1.096;1.233;53.378
1.056;4.511;53.187
1.106;3.828;53.456
1.124;2.784;53.558
1.109;3.729;53.491
0.962;0.079;52.720
1.085;1.329;53.403
1.065;4.409;53.305
1.102;1.761;53.529
1.079;1.372;53.415
1.005;0.572;53.010
0.985;4.778;52.914
1.042;4.459;53.237
0.963;0.195;52.814
1.100;2.230;53.602
0.967;0.259;52.851
1.086;3.420;53.546
1.092;2.066;53.581
1.040;1.087;53.281
1.090;2.543;53.574
1.088;1.971;53.570
1.088;2.469;53.590
1.082;1.829;53.550
0.944;0.134;52.762
0.924;0.016;52.664
0.966;0.447;52.915
0.998;4.563;53.112
1.076;3.139;53.566
0.998;0.721;53.127
1.053;3.573;53.483
0.980;4.628;53.066
1.020;1.157;53.320
1.038;1.464;53.433
0.956;0.548;52.973
0.971;0.673;53.072
1.028;4.127;53.425
0.898;-0.073;52.641
0.896;-0.325;52.629
0.982;4.512;53.157
0.888;-0.413;52.590
0.957;0.604;53.018
0.889;0.016;52.642
1.003;1.228;53.346
1.018;3.973;53.448
0.989;4.428;53.288
1.012;4.060;53.446
1.010;3.774;53.473
1.027;3.004;53.611
1.025;2.884;53.608
0.928;4.722;53.010
0.949;0.739;53.129
1.021;3.047;53.598
1.018;2.813;53.585
1.009;2.726;53.556
1.009;2.564;53.561
1.010;2.027;53.569
1.009;1.966;53.564
1.006;3.332;53.554
0.894;0.246;52.836
0.946;0.950;53.182
0.925;0.663;53.050
0.950;1.028;53.214
0.999;1.846;53.542
0.994;1.673;53.504
0.998;3.427;53.545
1.002;2.325;53.587
0.880;0.181;52.791
0.854;-0.124;52.624
0.983;3.569;53.488
0.943;1.062;53.234
0.995;2.227;53.587
0.986;1.770;53.525
0.977;1.570;53.475
0.983;3.270;53.524
0.957;1.264;53.350
0.991;2.229;53.590
0.925;0.875;53.163
0.965;1.426;53.439
0.986;2.138;53.587
0.962;3.723;53.441
0.949;4.307;53.362
0.921;4.471;53.193
0.952;4.169;53.407
0.851;0.133;52.722
0.951;1.348;53.406
0.900;4.587;53.089
0.900;0.709;53.096
0.969;2.432;53.577
0.832;0.042;52.657
0.826;-0.004;52.635
0.934;4.077;53.408
0.822;-0.226;52.630
0.957;2.326;53.582
0.955;2.529;53.578
0.816;-0.163;52.619
0.858;4.776;52.946
0.859;0.527;52.952
0.871;4.630;53.057
0.949;2.924;53.607
0.928;1.448;53.458
0.920;3.929;53.430
0.922;3.635;53.443
0.939;2.620;53.567
0.943;2.069;53.590
0.905;1.228;53.321
0.935;1.994;53.566
0.939;2.872;53.613
0.928;3.179;53.541
0.935;3.027;53.605
0.922;3.288;53.526
0.919;3.467;53.529
0.886;1.137;53.277
0.830;0.331;52.869
0.916;1.924;53.530
0.890;1.275;53.348
0.909;1.726;53.498
0.791;-0.105;52.618
0.897;1.393;53.436
0.789;-0.008;52.632
0.786;-0.366;52.629
0.882;4.228;53.365
0.823;0.473;52.925
0.800;0.163;52.774
0.896;3.405;53.547
0.859;4.374;53.279
0.835;0.695;53.086
0.884;3.558;53.498
0.885;1.627;53.501
0.779;4.886;52.721
0.893;3.075;53.605
0.763;-0.418;52.599
0.816;0.634;53.030
0.861;3.935;53.419
0.876;3.374;53.538
0.882;2.273;53.584
0.873;3.364;53.525
0.854;3.867;53.416
0.855;3.667;53.429
0.869;1.973;53.537
0.799;0.569;52.983
0.797;4.735;52.984
0.876;2.926;53.621
0.830;1.146;53.247
0.777;0.239;52.831
0.868;2.726;53.587
0.868;2.625;53.589
0.866;2.166;53.581
0.825;4.373;53.264
0.845;3.727;53.436
0.753;4.889;52.697
0.808;0.970;53.174
0.772;4.794;52.911
0.847;3.266;53.535
0.839;1.467;53.460
0.829;1.368;53.390
0.839;3.328;53.512
0.804;1.069;53.206
0.837;1.768;53.503
0.768;0.431;52.907
0.743;0.103;52.708
0.822;1.396;53.402
0.840;2.564;53.587
0.782;4.492;53.156
0.819;3.477;53.489
0.800;1.269;53.310
0.831;3.028;53.622
0.774;0.731;53.125
0.816;1.867;53.509
0.790;1.195;53.279
0.767;4.573;53.101
0.733;0.199;52.807
0.757;4.628;53.070
0.765;0.830;53.146
0.758;0.667;53.078
0.803;2.064;53.539
0.731;4.818;52.890
0.798;3.365;53.502
0.772;4.269;53.322
0.775;4.069;53.354
0.755;0.836;53.150
0.788;1.766;53.494
0.794;3.174;53.561
0.796;2.806;53.598
0.785;1.566;53.481
0.789;2.126;53.567
0.786;2.427;53.578
0.765;3.666;53.385
0.764;3.868;53.385
0.716;4.755;52.967
0.779;2.784;53.595
0.779;2.627;53.592
0.716;0.547;52.970
0.748;4.175;53.321
0.741;1.166;53.246
0.731;4.459;53.193
0.715;0.607;53.017
0.679;0.022;52.653
0.757;1.589;53.486
0.699;4.810;52.914
0.722;0.771;53.140
0.690;0.269;52.829
0.681;0.140;52.744
0.738;1.373;53.343
0.685;0.196;52.792
0.736;3.728;53.348
0.720;1.047;53.197
0.665;-0.050;52.619
0.703;4.639;53.053
0.753;2.662;53.587
0.662;-0.224;52.610
0.663;-0.411;52.619
0.709;4.523;53.151
0.737;1.525;53.448
0.726;1.395;53.358
0.744;2.227;53.567
0.706;0.970;53.175
0.718;4.028;53.350
0.728;3.448;53.464
0.695;0.711;53.111
0.736;3.125;53.586
0.687;4.579;53.092
0.732;2.527;53.584
0.735;2.925;53.637
0.714;1.452;53.396
0.642;-0.124;52.598
0.730;3.031;53.620
0.666;0.396;52.887
0.662;4.813;52.896
0.722;2.483;53.572
0.699;4.090;53.335
0.714;1.767;53.497
0.694;4.175;53.313
0.673;0.644;53.059
0.711;2.372;53.570
0.711;2.291;53.570
0.707;1.926;53.521
0.685;4.273;53.294
0.629;-0.324;52.631
0.657;4.712;53.005
0.645;0.361;52.850
0.640;4.822;52.841
0.680;3.729;53.328
0.696;2.026;53.531
0.631;0.128;52.733
0.686;3.387;53.456
0.687;1.826;53.507
0.678;3.486;53.426
0.685;3.251;53.509
0.661;1.091;53.219
0.686;3.166;53.553
0.616;0.061;52.691
0.681;2.366;53.567
0.634;0.530;52.953
0.679;2.266;53.566
0.650;1.029;53.201
0.641;0.705;53.093
0.672;2.626;53.577
0.640;4.470;53.175
0.601;-0.006;52.652
0.645;1.371;53.304
0.593;-0.086;52.626
0.594;4.887;52.706
0.609;0.461;52.905
0.589;-0.164;52.614
0.640;3.448;53.367
0.639;3.528;53.367
0.595;0.155;52.748
0.655;2.968;53.630
0.618;4.547;53.131
0.653;3.057;53.613
0.652;2.826;53.611
0.639;1.527;53.416
0.646;2.169;53.538
0.628;4.123;53.334
0.610;4.631;53.090
0.604;4.687;53.036
0.587;4.802;52.819
0.623;3.927;53.354
0.622;3.867;53.353
0.636;3.126;53.565
0.621;3.643;53.356
0.633;2.068;53.529
0.620;1.451;53.357
0.615;4.220;53.307
0.622;1.536;53.418
0.628;2.748;53.585
0.626;2.467;53.551
0.625;1.987;53.535
0.608;1.313;53.282
0.600;4.431;53.184
0.598;0.847;53.139
0.564;-0.104;52.629
0.577;0.333;52.839
0.601;1.229;53.261
0.567;4.833;52.765
0.573;0.354;52.848
0.608;3.284;53.486
0.574;4.731;52.986
0.590;1.129;53.240
0.580;0.694;53.072
0.575;0.573;52.986
0.603;1.725;53.496
0.548;-0.245;52.611
0.599;2.971;53.628
0.541;4.884;52.691
0.554;0.454;52.889
0.576;3.735;53.326
0.567;0.898;53.174
0.539;0.038;52.678
0.535;-0.325;52.597
0.579;3.342;53.445
0.572;1.372;53.311
0.556;0.645;53.009
0.577;1.648;53.453
0.567;3.977;53.346
0.562;4.237;53.276
0.574;1.845;53.506
0.553;0.836;53.124
0.528;-0.041;52.648
0.572;2.669;53.551
0.540;0.514;52.921
0.559;3.468;53.361
0.556;3.668;53.355
0.554;1.433;53.345
0.542;4.492;53.149
0.563;3.068;53.582
0.551;3.569;53.369
0.561;2.728;53.570
0.548;4.128;53.335
0.534;0.894;53.162
0.530;4.427;53.177
0.544;3.238;53.517
0.533;1.279;53.289
0.525;0.773;53.091
0.519;0.574;52.962
0.527;1.167;53.266
0.508;4.774;52.889
0.518;4.509;53.152
0.513;4.629;53.068
0.531;3.295;53.475
0.532;1.968;53.533
0.500;0.238;52.768
0.523;1.494;53.374
0.518;1.109;53.248
0.526;1.705;53.472
0.506;0.635;52.992
0.527;2.268;53.550
0.520;1.633;53.440
0.510;1.030;53.223
0.521;3.170;53.545
0.484;-0.359;52.563
0.490;4.797;52.792
0.508;4.307;53.255
0.512;3.532;53.365
0.505;4.365;53.213
0.481;-0.330;52.578
0.481;0.143;52.713
0.505;3.356;53.427
0.487;0.696;53.029
0.498;1.562;53.399
0.502;3.021;53.609
0.469;-0.224;52.598
0.498;2.875;53.605
0.467;4.849;52.733
0.464;4.901;52.669
0.486;3.725;53.357
0.482;4.026;53.354
0.466;0.377;52.788
0.481;3.968;53.352
0.474;0.971;53.199
0.483;3.147;53.566
0.483;2.428;53.559
0.455;-0.063;52.628
0.480;2.228;53.554
0.459;0.480;52.860
0.464;4.572;53.101
0.469;3.834;53.321
0.457;4.757;52.956
0.465;4.170;53.317
0.472;2.567;53.538
0.470;1.933;53.527
0.469;3.255;53.519
0.462;1.073;53.231
0.461;3.928;53.330
0.441;4.917;52.663
0.442;0.036;52.653
0.462;1.867;53.511
0.462;1.770;53.501
0.458;1.428;53.331
0.445;0.374;52.790
0.454;3.950;53.343
0.438;-0.144;52.615
0.440;4.800;52.824
0.450;4.238;53.271
0.450;1.170;53.269
0.454;1.671;53.474
0.442;4.675;53.039
0.430;4.915;52.678
0.430;4.818;52.788
0.444;3.305;53.452
0.447;2.865;53.595
0.437;0.871;53.138
0.435;0.758;53.046
0.431;0.575;52.919
0.431;4.714;53.010
0.438;2.726;53.517
0.434;1.449;53.334
0.436;2.146;53.563
0.428;4.390;53.204
0.433;1.607;53.431
0.425;1.538;53.393
0.415;0.530;52.850
0.423;2.966;53.611
0.415;0.813;53.088
0.421;3.068;53.606
0.414;3.868;53.329
0.415;3.468;53.376
0.414;3.551;53.372
0.402;4.871;52.731
0.414;3.133;53.578
0.403;0.243;52.721
0.406;4.457;53.160
0.412;2.266;53.574
0.410;2.464;53.565
0.410;2.327;53.574
0.400;0.090;52.649
0.408;2.526;53.565
0.399;0.334;52.750
0.405;2.026;53.544
0.404;2.610;53.550
0.403;1.595;53.427
0.402;3.227;53.548
0.396;4.131;53.331
0.394;1.368;53.325
0.394;1.260;53.313
0.387;2.683;53.508
0.385;0.931;53.158
0.382;3.302;53.492
0.381;0.755;53.024
0.382;1.827;53.495
0.378;0.647;52.927
0.378;3.628;53.368
0.373;1.129;53.268
0.370;4.689;53.038
0.373;2.941;53.633
0.365;2.070;53.542
0.365;1.632;53.430
0.365;0.193;52.677
0.364;1.930;53.521
0.361;3.057;53.628
0.361;0.809;53.067
0.359;3.343;53.430
0.360;1.232;53.300
0.357;0.700;52.967
0.354;0.598;52.856
0.351;4.167;53.317
0.351;2.167;53.561
0.351;1.054;53.229
0.349;4.408;53.185
0.347;3.678;53.355
0.345;4.840;52.775
0.341;2.864;53.497
0.340;2.367;53.586
0.341;1.513;53.383
0.346;-0.244;52.577
0.339;2.920;53.587
0.341;1.207;53.263
0.338;2.565;53.573
0.339;4.742;53.001
0.337;1.736;53.462
0.332;1.427;53.349
0.330;3.778;53.348
0.329;3.817;53.346
0.334;0.439;52.756
0.332;0.657;52.889
0.324;1.870;53.500
0.322;3.065;53.620
0.331;-0.323;52.559
0.320;3.281;53.528
0.320;2.680;53.523
0.327;0.545;52.794
0.319;3.935;53.319
0.322;4.795;52.914
0.316;2.876;53.520
0.317;1.529;53.393
0.314;4.022;53.315
0.320;4.900;52.695
0.310;3.304;53.501
0.316;0.841;53.072
0.313;0.996;53.166
0.305;2.227;53.561
0.304;2.734;53.484
0.312;0.715;52.931
0.300;2.805;53.483
0.313;-0.019;52.590
0.309;4.919;52.674
0.300;1.370;53.337
0.308;0.335;52.707
0.291;3.366;53.451
0.299;4.825;52.854
0.287;1.465;53.369
0.284;3.530;53.386
0.278;2.934;53.613
0.281;3.438;53.400
0.284;4.577;53.101
0.281;1.132;53.241
0.270;2.368;53.588
0.275;1.184;53.252
0.267;3.766;53.376
0.279;0.550;52.768
0.270;4.760;52.985
0.259;1.849;53.474
0.269;0.812;53.025
0.270;0.759;52.969
0.254;2.268;53.555
0.251;3.269;53.548
0.252;2.659;53.536
0.256;4.177;53.311
0.260;1.056;53.185
0.254;3.891;53.350
0.272;0.390;52.700
0.251;1.637;53.422
0.249;1.767;53.449
0.271;0.245;52.659
0.255;4.471;53.149
0.241;2.306;53.560
0.239;2.026;53.521
0.235;2.466;53.574
0.243;1.332;53.313
0.233;3.337;53.501
0.247;0.873;53.070
0.234;1.819;53.448
0.227;2.896;53.567
0.230;2.727;53.489
0.222;2.927;53.598
0.236;4.580;53.105
0.223;1.949;53.500
0.221;3.428;53.467
0.252;0.038;52.583
0.216;2.526;53.566
0.237;4.892;52.763
0.218;1.255;53.277
0.221;0.977;53.123
0.234;4.916;52.724
0.215;4.310;53.241
0.204;2.167;53.542
0.207;3.672;53.414
0.201;2.227;53.549
0.209;4.068;53.299
0.221;0.713;52.890
0.202;3.935;53.328
0.198;3.766;53.409
0.204;4.388;53.208
0.233;-0.263;52.537
0.232;-0.325;52.529
0.221;4.929;52.664
0.191;1.548;53.391
0.190;3.841;53.376
0.227;-0.163;52.547
0.191;1.373;53.331
0.180;2.167;53.547
0.172;3.120;53.606
0.172;3.226;53.577
0.205;0.661;52.831
0.186;4.472;53.163
0.212;-0.020;52.566
0.191;4.791;52.959
0.161;2.673;53.509
0.159;3.427;53.493
0.192;0.612;52.766
0.158;1.668;53.405
0.151;2.027;53.514
0.170;1.055;53.143
0.150;2.780;53.484
0.185;4.905;52.758
0.146;1.971;53.508
0.142;2.226;53.534
0.141;2.166;53.541
0.145;3.726;53.422
0.139;2.532;53.540
0.135;2.366;53.551
0.139;3.626;53.441
0.138;1.766;53.452
0.130;2.467;53.561
0.145;1.306;53.297
0.182;0.278;52.640
0.151;1.114;53.179
0.145;1.243;53.257
0.178;0.156;52.605
0.129;1.687;53.423
0.156;0.805;52.975
0.174;0.376;52.662
0.115;3.165;53.590
0.115;3.024;53.598
0.146;0.922;53.063
0.134;4.369;53.219
0.124;3.817;53.406
0.113;2.868;53.506
0.161;4.932;52.683
0.109;2.062;53.505
0.119;1.446;53.350
0.170;-0.162;52.525
0.170;-0.317;52.481
0.155;0.482;52.694
0.108;3.869;53.369
0.115;1.188;53.216
0.140;0.671;52.832
0.127;4.734;53.006
0.103;1.528;53.382
0.094;2.675;53.502
0.089;1.967;53.502
0.113;1.046;53.130
0.101;1.290;53.290
0.115;0.939;53.075
0.150;-0.022;52.559
0.093;1.385;53.322
0.079;3.529;53.488
0.111;0.872;53.034
0.082;3.772;53.428
0.123;0.702;52.856
0.106;4.637;53.062
0.095;1.107;53.166
0.075;1.549;53.390
0.132;0.234;52.613
0.117;4.901;52.776
0.081;4.129;53.284
0.107;4.856;52.906
0.087;4.470;53.177
0.130;0.146;52.593
0.055;3.132;53.592
0.053;3.075;53.596
0.133;-0.126;52.525
0.064;1.734;53.448
0.059;1.824;53.476
0.058;1.669;53.422
0.096;0.743;52.909
0.122;0.037;52.569
0.050;2.769;53.481
0.050;1.831;53.487
0.046;2.867;53.507
0.045;2.679;53.505
0.042;2.167;53.522
0.061;4.273;53.239
0.071;4.582;53.096
0.061;1.223;53.239
0.044;3.836;53.408
0.099;0.523;52.712
0.029;3.269;53.558
0.061;4.391;53.144
0.027;2.930;53.547
0.066;4.692;53.034
0.022;2.335;53.536
0.018;3.026;53.566
0.049;1.157;53.196
0.022;3.546;53.499
0.051;1.098;53.154
0.058;4.766;53.001
0.083;4.969;52.680
0.084;0.452;52.675
0.026;1.349;53.308
0.011;1.774;53.465
0.021;3.969;53.334
0.027;1.231;53.254
-0.007;3.262;53.568
0.092;-0.297;52.461
0.031;4.427;53.118
0.013;4.072;53.310
-0.004;3.607;53.468
-0.006;2.445;53.499
0.034;0.932;53.042
0.005;1.490;53.357
0.085;-0.263;52.474
0.054;0.627;52.796
0.005;4.150;53.279
0.049;4.897;52.785
-0.022;3.027;53.556
0.024;0.900;53.030
-0.016;3.868;53.397
0.058;0.175;52.604
-0.028;3.769;53.431
0.039;0.561;52.753
-0.031;1.726;53.425
-0.046;3.466;53.559
