H;V;PM
-0.046;3.326;53.561
-0.003;1.092;53.132
-0.032;1.588;53.388
-0.021;1.208;53.221
-0.050;1.967;53.474
-0.020;1.149;53.175
0.042;0.037;52.567
-0.012;4.647;53.060
-0.026;4.370;53.196
-0.061;3.575;53.517
0.039;-0.056;52.550
0.021;0.494;52.707
0.044;-0.224;52.483
-0.015;4.715;53.025
-0.064;2.628;53.499
-0.065;2.933;53.498
-0.054;3.939;53.368
-0.052;4.028;53.335
-0.073;2.367;53.478
-0.074;2.584;53.468
-0.006;4.919;52.811
-0.054;4.232;53.255
-0.073;1.795;53.426
0.017;0.180;52.608
-0.088;3.066;53.556
-0.092;3.366;53.562
-0.066;1.495;53.320
-0.014;4.899;52.831
-0.033;4.778;52.976
-0.060;1.199;53.210
-0.092;3.647;53.469
-0.088;3.827;53.419
-0.093;2.427;53.471
-0.007;4.963;52.678
-0.039;0.829;52.973
-0.094;3.729;53.428
-0.118;3.427;53.573
-0.026;0.603;52.785
-0.065;4.594;53.092
-0.120;3.264;53.559
-0.110;2.068;53.463
-0.104;1.748;53.411
0.008;-0.285;52.462
-0.081;1.228;53.209
-0.015;0.280;52.636
-0.063;0.960;53.034
0.005;-0.296;52.461
-0.091;4.326;53.221
-0.129;3.527;53.547
-0.073;4.676;53.045
-0.078;1.030;53.064
-0.040;0.532;52.748
-0.063;4.844;52.924
-0.121;3.891;53.393
-0.114;4.150;53.294
-0.114;1.470;53.278
-0.123;4.048;53.339
-0.093;1.084;53.100
-0.052;0.573;52.768
-0.119;1.506;53.288
-0.137;2.269;53.424
-0.103;4.537;53.122
-0.143;2.074;53.436
-0.056;4.958;52.734
-0.145;2.126;53.445
-0.112;1.198;53.188
-0.021;-0.298;52.467
-0.146;2.466;53.446
-0.073;0.711;52.861
-0.132;1.571;53.317
-0.155;3.682;53.462
-0.143;1.648;53.344
-0.164;2.785;53.476
-0.083;4.895;52.835
-0.156;3.930;53.381
-0.156;1.855;53.386
-0.172;2.990;53.491
-0.154;1.728;53.359
-0.133;1.230;53.181
-0.165;1.929;53.387
-0.069;0.374;52.668
-0.139;4.455;53.175
-0.173;3.736;53.421
-0.054;-0.062;52.534
-0.191;3.146;53.537
-0.093;0.653;52.814
-0.057;-0.027;52.547
-0.196;3.474;53.564
-0.175;2.368;53.410
-0.149;1.372;53.219
-0.173;1.829;53.360
-0.099;4.944;52.794
-0.058;-0.145;52.502
-0.206;3.366;53.569
-0.079;0.314;52.643
-0.123;0.824;52.937
-0.200;2.964;53.468
-0.199;2.822;53.455
-0.208;2.734;53.471
-0.205;2.620;53.451
-0.172;4.348;53.207
-0.195;3.987;53.361
-0.091;0.234;52.617
-0.142;0.853;52.962
-0.157;4.691;53.041
-0.194;1.669;53.309
-0.092;0.137;52.601
-0.224;3.032;53.488
-0.229;3.642;53.513
-0.144;4.865;52.912
-0.239;3.267;53.552
-0.212;1.908;53.352
-0.195;1.433;53.218
-0.248;3.427;53.567
-0.221;3.969;53.370
-0.205;4.234;53.250
-0.104;0.064;52.576
-0.234;2.887;53.442
-0.236;2.929;53.442
-0.226;2.268;53.379
-0.228;2.169;53.382
-0.177;1.032;53.038
-0.172;0.934;53.003
-0.131;0.434;52.704
-0.154;0.693;52.846
-0.246;3.771;53.425
-0.267;3.290;53.556
-0.204;1.295;53.146
-0.231;4.147;53.294
-0.253;2.609;53.435
-0.168;0.749;52.887
-0.227;1.530;53.236
-0.256;3.847;53.387
-0.248;4.068;53.328
-0.247;1.870;53.328
-0.168;0.621;52.808
-0.122;-0.096;52.520
-0.278;3.073;53.487
-0.255;1.947;53.339
-0.282;3.667;53.498
-0.191;0.800;52.929
-0.262;2.469;53.362
-0.290;3.569;53.517
-0.266;2.330;53.360
-0.267;4.050;53.330
-0.277;2.544;53.393
-0.223;4.671;53.039
-0.306;3.466;53.547
-0.307;3.236;53.537
-0.312;3.326;53.560
-0.182;0.552;52.769
-0.260;4.292;53.220
-0.259;1.530;53.214
-0.138;-0.163;52.483
-0.279;4.106;53.329
-0.198;0.678;52.842
-0.162;0.200;52.614
-0.235;1.081;53.040
-0.245;4.589;53.087
-0.148;-0.127;52.504
-0.308;2.827;53.452
-0.252;1.275;53.102
-0.216;0.737;52.875
-0.260;4.528;53.121
-0.290;4.168;53.280
-0.327;3.126;53.500
-0.253;1.157;53.057
-0.319;3.805;53.428
-0.271;4.473;53.142
-0.300;1.873;53.299
-0.206;5.019;52.735
-0.227;4.949;52.852
-0.279;1.450;53.163
-0.307;1.973;53.319
-0.311;4.120;53.315
-0.312;2.029;53.323
-0.158;-0.227;52.431
-0.187;0.131;52.593
-0.257;4.779;52.980
-0.318;2.469;53.339
-0.318;2.370;53.335
-0.207;0.405;52.701
-0.257;0.930;52.982
-0.299;1.595;53.212
-0.336;2.577;53.391
-0.336;3.868;53.380
-0.308;4.332;53.211
-0.315;4.231;53.239
-0.364;3.194;53.517
-0.279;1.084;53.017
-0.269;0.851;52.951
-0.261;0.767;52.892
-0.220;0.334;52.664
-0.347;3.938;53.335
-0.339;1.927;53.277
-0.328;1.676;53.219
-0.299;1.232;53.061
-0.386;3.626;53.485
-0.381;2.834;53.462
-0.356;2.228;53.323
-0.332;1.588;53.195
-0.382;3.779;53.457
-0.395;3.527;53.505
-0.259;0.520;52.765
-0.219;-0.019;52.542
-0.289;4.918;52.899
-0.226;0.076;52.573
-0.305;0.975;52.981
-0.338;1.467;53.124
-0.354;1.629;53.173
-0.275;5.065;52.750
-0.327;4.653;53.025
-0.327;1.172;53.025
-0.273;0.450;52.734
-0.409;3.843;53.426
-0.401;2.601;53.379
-0.433;3.467;53.536
-0.343;4.579;53.054
-0.424;3.127;53.472
-0.423;3.069;53.462
-0.383;1.929;53.244
-0.307;0.640;52.832
-0.398;4.128;53.270
-0.316;0.712;52.862
-0.448;3.269;53.520
-0.401;2.069;53.278
-0.376;1.533;53.133
-0.410;2.229;53.298
-0.395;1.870;53.217
-0.304;0.507;52.764
-0.293;0.379;52.710
-0.449;3.708;53.472
-0.332;0.774;52.892
-0.454;2.923;53.469
-0.400;1.729;53.178
-0.349;0.833;52.930
-0.359;4.792;52.954
-0.461;3.027;53.458
-0.443;2.589;53.372
-0.297;0.298;52.661
-0.269;-0.058;52.522
-0.328;5.049;52.787
-0.278;0.035;52.551
-0.366;0.932;52.969
-0.409;4.410;53.160
-0.428;4.188;53.243
-0.378;4.677;52.992
-0.372;0.895;52.954
-0.476;3.787;53.440
-0.442;2.169;53.273
-0.463;3.908;53.367
-0.486;2.783;53.471
-0.447;2.370;53.286
-0.390;1.233;53.018
-0.486;3.128;53.463
-0.485;3.067;53.459
-0.438;2.016;53.233
-0.453;4.044;53.294
-0.398;1.331;53.038
-0.424;1.692;53.155
-0.463;2.530;53.318
-0.314;0.232;52.622
-0.408;1.395;53.050
-0.280;-0.162;52.452
-0.510;3.472;53.522
-0.365;0.684;52.846
-0.346;5.094;52.737
-0.380;4.945;52.891
-0.402;1.152;52.995
-0.428;1.545;53.103
-0.440;4.387;53.127
-0.509;2.695;53.442
-0.522;3.248;53.491
-0.289;-0.182;52.427
-0.524;3.567;53.493
-0.408;4.825;52.937
-0.419;1.072;52.986
-0.437;4.552;53.028
-0.482;2.096;53.234
-0.538;2.826;53.475
-0.484;4.190;53.223
-0.462;1.770;53.126
-0.444;4.532;53.040
-0.331;-0.012;52.531
-0.554;3.368;53.516
-0.490;2.137;53.231
-0.500;2.371;53.258
-0.471;1.846;53.128
-0.458;1.490;53.066
-0.400;0.540;52.790
-0.472;1.671;53.103
-0.485;4.370;53.129
-0.527;3.970;53.315
-0.575;3.425;53.523
-0.530;2.595;53.326
-0.374;0.280;52.648
-0.430;4.958;52.872
-0.525;2.470;53.262
-0.327;-0.182;52.410
-0.449;4.873;52.914
-0.514;2.031;53.192
-0.447;0.832;52.909
-0.503;1.975;53.141
-0.514;4.263;53.176
-0.416;5.098;52.746
-0.470;4.678;52.974
-0.575;2.690;53.421
-0.574;3.789;53.410
-0.584;3.644;53.451
-0.348;-0.129;52.454
-0.529;2.226;53.210
-0.388;0.205;52.616
-0.588;2.869;53.446
-0.591;2.968;53.454
-0.452;0.747;52.871
-0.362;-0.070;52.491
-0.546;4.069;53.258
-0.595;3.226;53.460
-0.608;3.436;53.501
-0.484;1.131;52.984
-0.488;1.232;52.993
-0.539;2.169;53.200
-0.486;4.775;52.968
-0.556;2.524;53.263
-0.449;0.581;52.810
-0.553;4.181;53.224
-0.428;0.398;52.711
-0.458;0.635;52.830
-0.622;3.480;53.501
-0.613;3.127;53.452
-0.613;3.047;53.452
-0.589;2.647;53.348
-0.390;-0.020;52.530
-0.556;2.204;53.202
-0.526;1.571;53.073
-0.466;5.019;52.819
-0.534;4.394;53.093
-0.606;3.793;53.390
-0.532;1.871;53.086
-0.362;-0.196;52.392
-0.513;1.332;53.000
-0.540;2.006;53.095
-0.547;2.072;53.121
-0.493;0.839;52.901
-0.502;4.838;52.930
-0.409;0.049;52.560
-0.560;4.274;53.151
-0.629;2.774;53.428
-0.645;3.532;53.487
-0.535;1.492;53.047
-0.573;2.269;53.194
-0.559;2.125;53.130
-0.529;1.268;52.990
-0.477;0.516;52.780
-0.535;4.572;53.001
-0.437;0.137;52.596
-0.478;5.123;52.748
-0.605;2.546;53.238
-0.467;0.343;52.690
-0.394;-0.193;52.393
-0.675;3.368;53.483
-0.574;4.411;53.084
-0.446;0.109;52.587
-0.649;3.868;53.347
-0.609;2.329;53.175
-0.558;1.163;52.978
-0.558;4.635;52.971
-0.606;2.231;53.147
-0.599;4.344;53.114
-0.584;1.790;53.058
-0.546;4.913;52.883
-0.689;3.674;53.420
-0.566;0.941;52.932
-0.487;0.248;52.635
-0.443;-0.083;52.470
-0.564;4.851;52.918
-0.708;3.579;53.461
-0.716;3.469;53.484
-0.709;3.333;53.456
-0.579;1.173;52.967
-0.632;2.329;53.159
-0.700;3.010;53.400
-0.589;1.273;52.975
-0.443;-0.146;52.429
-0.610;1.873;53.041
-0.695;3.834;53.352
-0.600;4.691;52.984
-0.615;4.474;53.035
-0.549;0.575;52.791
-0.709;2.888;53.375
-0.485;0.017;52.553
-0.711;2.928;53.377
-0.624;1.932;53.047
-0.625;1.731;53.051
-0.606;4.767;52.957
-0.723;3.740;53.386
-0.739;3.167;53.440
-0.719;2.736;53.369
-0.582;0.794;52.862
-0.486;-0.043;52.515
-0.472;-0.095;52.466
-0.625;1.431;53.004
-0.561;5.113;52.765
-0.663;4.291;53.135
-0.559;0.499;52.760
-0.662;4.354;53.095
-0.605;0.879;52.894
-0.693;2.549;53.196
-0.634;1.371;52.977
-0.627;1.090;52.953
-0.705;2.616;53.223
-0.535;0.236;52.624
-0.724;2.666;53.263
-0.657;1.572;53.025
-0.662;1.789;53.037
-0.666;1.677;53.037
-0.641;0.975;52.943
-0.750;2.728;53.317
-0.579;0.430;52.722
-0.671;1.831;53.037
-0.684;2.172;53.080
-0.779;3.677;53.403
-0.672;1.595;53.035
-0.676;1.986;53.029
-0.768;2.771;53.343
-0.785;3.033;53.382
-0.719;2.469;53.156
-0.808;3.268;53.443
-0.620;5.069;52.795
-0.547;-0.002;52.547
-0.631;0.713;52.827
-0.752;4.124;53.226
-0.762;4.033;53.257
-0.647;4.934;52.861
-0.796;3.768;53.369
-0.564;0.078;52.585
-0.822;3.369;53.451
-0.668;4.793;52.920
-0.656;4.875;52.877
-0.699;1.810;53.017
-0.589;0.277;52.640
-0.801;2.963;53.348
-0.677;0.937;52.927
-0.674;0.931;52.917
-0.630;0.559;52.772
-0.794;3.923;53.312
-0.607;0.356;52.678
-0.793;3.970;53.284
-0.703;1.473;52.981
-0.814;3.840;53.344
-0.842;3.425;53.439
-0.836;3.669;53.408
-0.714;1.731;53.005
-0.713;1.672;53.002
-0.642;5.117;52.755
-0.726;4.477;53.032
-0.744;2.179;53.089
-0.722;1.772;53.015
-0.748;4.374;53.081
-0.755;2.231;53.095
-0.664;0.636;52.800
-0.715;1.392;52.961
-0.674;0.733;52.824
-0.784;4.177;53.177
-0.863;3.135;53.432
-0.763;2.335;53.104
-0.546;-0.155;52.395
-0.676;0.699;52.813
-0.781;4.249;53.146
-0.755;2.047;53.059
-0.790;2.533;53.163
-0.619;0.216;52.613
-0.860;3.686;53.376
-0.727;1.245;52.942
-0.572;-0.113;52.443
-0.762;1.979;53.042
-0.749;4.554;52.993
-0.837;2.712;53.274
-0.852;2.769;53.309
-0.748;1.538;52.978
-0.834;4.072;53.246
-0.711;0.852;52.856
-0.787;2.235;53.090
-0.801;2.456;53.130
-0.824;2.594;53.193
-0.743;1.087;52.934
-0.793;2.171;53.085
-0.661;0.349;52.663
-0.845;2.657;53.222
-0.677;0.416;52.688
-0.813;4.333;53.106
-0.884;3.871;53.323
-0.718;0.635;52.777
-0.788;4.592;52.974
-0.647;-0.029;52.534
-0.764;0.897;52.882
-0.670;0.170;52.593
-0.892;4.033;53.259
-0.925;3.768;53.358
-0.739;5.060;52.782
-0.914;2.870;53.319
-0.788;1.332;52.928
-0.605;-0.192;52.370
-0.795;1.173;52.942
-0.760;0.848;52.835
-0.797;4.664;52.933
-0.955;3.075;53.412
-0.812;1.792;52.979
-0.697;0.282;52.629
-0.716;0.410;52.680
-0.947;2.981;53.369
-0.835;1.931;53.032
-0.625;-0.184;52.388
-0.854;2.032;53.067
-0.808;1.272;52.921
-0.740;0.480;52.720
-0.881;4.275;53.130
-0.759;0.668;52.771
-0.953;2.925;53.338
-0.878;2.261;53.116
-0.890;2.529;53.146
-0.699;0.106;52.582
-0.827;1.730;52.956
-0.890;2.476;53.136
-0.787;4.959;52.823
-0.848;1.852;53.008
-0.905;2.578;53.171
-0.957;3.878;53.313
-0.933;2.727;53.238
-0.786;0.783;52.805
-0.708;0.076;52.568
-0.841;1.671;52.951
-0.825;4.730;52.894
-0.967;2.827;53.311
-0.931;4.156;53.196
-0.998;3.671;53.387
-0.850;1.676;52.955
-0.935;2.646;53.196
-1.011;3.474;53.405
-1.010;3.070;53.405
-1.014;3.327;53.411
-1.017;3.227;53.415
-0.974;3.951;53.286
-0.988;3.858;53.328
-0.899;4.429;53.066
-0.849;1.474;52.916
-0.904;1.978;53.061
-0.704;-0.094;52.491
-0.869;1.076;52.946
-0.686;-0.145;52.427
-0.869;1.112;52.944
-0.761;0.331;52.635
-1.038;3.550;53.418
-0.986;2.767;53.255
-0.984;4.087;53.246
-0.910;1.900;53.034
-0.809;5.098;52.743
-0.804;0.533;52.726
-0.835;4.979;52.801
-0.914;4.499;53.023
-0.817;0.635;52.753
-1.043;2.970;53.375
-1.030;2.873;53.337
-1.054;3.526;53.401
-1.059;3.267;53.414
-0.919;1.870;53.021
-1.060;3.469;53.409
-1.061;3.372;53.409
-0.882;1.278;52.909
-0.853;0.835;52.826
-0.770;0.165;52.595
-0.883;4.731;52.897
-0.893;1.028;52.925
-0.894;1.532;52.911
-0.888;0.941;52.891
-0.855;0.753;52.789
-0.928;4.563;52.984
-0.778;0.076;52.576
-0.803;0.369;52.641
-0.770;0.001;52.550
-1.081;3.631;53.398
-1.081;3.079;53.398
-1.009;4.189;53.195
-0.971;4.391;53.083
-0.978;2.331;53.102
-0.971;2.131;53.081
-1.087;3.322;53.387
-1.083;3.254;53.370
-1.005;2.551;53.156
-0.920;1.232;52.927
-0.829;0.457;52.679
-1.024;2.709;53.196
-1.019;2.628;53.183
-0.939;1.751;52.966
-0.916;1.431;52.901
-0.979;2.029;53.066
-0.867;5.073;52.750
-0.983;4.454;53.062
-1.059;3.976;53.270
-0.899;4.875;52.834
-0.858;0.584;52.727
-0.905;0.876;52.845
-1.101;3.729;53.361
-1.115;3.467;53.395
-1.108;3.007;53.377
-0.930;1.373;52.900
-1.115;3.569;53.390
-1.115;3.068;53.390
-1.025;4.270;53.145
-1.118;3.185;53.396
-0.939;0.999;52.918
-0.972;1.829;53.002
-0.990;1.926;53.039
-0.942;1.495;52.912
-1.119;2.998;53.378
-1.066;2.751;53.237
-1.012;2.365;53.094
-0.954;1.587;52.922
-0.762;-0.167;52.409
-1.032;2.432;53.113
-0.844;0.343;52.617
-0.806;-0.069;52.506
-1.081;4.133;53.219
-1.067;2.677;53.182
-1.078;4.223;53.200
-1.123;3.881;53.311
-1.126;2.849;53.320
-1.042;2.273;53.097
-0.849;0.233;52.597
-1.144;2.968;53.358
-1.111;2.794;53.274
-1.005;1.795;52.996
-1.044;4.412;53.093
-0.868;0.297;52.620
-0.777;-0.205;52.385
-0.855;0.140;52.576
-1.012;1.773;52.972
-0.971;4.640;52.862
-1.130;4.061;53.264
-0.943;0.814;52.787
-1.173;3.722;53.363
-0.843;-0.042;52.523
-0.979;0.932;52.864
-0.903;0.450;52.660
-1.017;1.642;52.940
-1.063;4.476;53.050
-0.961;4.882;52.788
-1.179;3.788;53.339
-1.062;1.932;53.041
-1.079;2.172;53.080
-0.944;0.659;52.733
-0.834;-0.140;52.458
-1.139;4.172;53.221
-1.104;2.531;53.134
-1.103;4.369;53.125
-1.097;2.452;53.112
-1.090;2.276;53.087
-1.029;1.372;52.925
-1.147;2.735;53.216
-1.029;1.553;52.923
-1.165;4.072;53.258
-0.914;0.373;52.631
-1.031;1.454;52.918
-0.888;0.081;52.562
-0.963;5.051;52.729
-1.018;0.968;52.871
-0.978;0.781;52.763
-1.234;3.434;53.393
-1.061;1.709;52.959
-1.157;4.250;53.189
-1.005;0.863;52.813
-1.198;3.945;53.278
-1.240;3.529;53.382
-1.047;1.178;52.908
-1.146;2.565;53.141
-0.923;0.198;52.591
-1.116;1.974;53.053
-0.963;0.505;52.679
-1.095;4.541;52.991
-1.193;2.766;53.231
-1.171;2.678;53.178
-1.137;4.435;53.082
-1.239;2.888;53.325
-1.254;3.634;53.355
-1.259;3.169;53.367
-1.056;4.697;52.850
-1.234;2.841;53.278
-1.180;2.498;53.133
-0.950;0.136;52.566
-1.105;4.603;52.929
-1.186;4.394;53.120
-1.049;0.865;52.791
-0.986;0.436;52.643
-0.903;-0.156;52.444
-1.016;5.050;52.707
-1.027;4.978;52.732
-0.960;0.142;52.574
-1.029;0.735;52.731
-0.987;0.338;52.624
-1.075;0.922;52.827
-1.232;4.274;53.191
-1.232;2.720;53.191
-1.118;1.436;52.924
-1.135;4.568;52.959
-1.195;2.427;53.099
-1.169;1.931;53.037
-1.120;1.382;52.915
-1.261;4.129;53.229
-1.305;3.730;53.333
-0.952;-0.037;52.511
-1.317;3.672;53.358
-1.198;2.334;53.080
-1.117;4.656;52.887
-1.280;2.831;53.267
-1.322;3.329;53.362
-1.322;3.269;53.363
-1.159;1.745;52.983
-1.120;1.052;52.880
-1.204;2.249;53.072
-1.246;2.648;53.163
-1.204;2.171;53.063
-1.228;2.452;53.111
-1.026;0.470;52.646
-0.984;0.038;52.541
-1.070;0.769;52.736
-1.332;3.048;53.335
-1.092;4.852;52.779
-1.009;0.283;52.591
-1.333;2.951;53.327
-1.157;1.471;52.916
-1.146;1.135;52.888
-1.056;0.577;52.682
-1.266;4.356;53.151
-1.221;2.091;53.050
-1.248;4.411;53.105
-1.299;2.766;53.221
-1.264;2.569;53.140
-1.127;4.743;52.820
-1.314;4.024;53.248
-1.332;3.868;53.288
-1.369;3.560;53.373
-1.340;2.868;53.307
-1.175;1.574;52.933
-0.970;-0.103;52.464
-1.012;0.076;52.548
-1.226;4.512;53.009
-1.181;1.242;52.910
-1.059;0.401;52.637
-1.384;3.470;53.363
-1.185;1.335;52.914
-1.388;3.376;53.367
-1.308;2.694;53.186
-1.269;2.370;53.089
-1.228;1.788;52.997
-1.189;1.326;52.897
-1.108;0.714;52.714
-1.192;1.294;52.894
-1.278;2.331;53.078
-1.067;0.322;52.612
-0.985;-0.166;52.424
-1.326;4.342;53.172
-1.198;1.130;52.871
-1.026;-0.051;52.492
-1.125;4.994;52.701
-1.119;0.634;52.691
-1.057;0.175;52.555
-1.284;2.229;53.050
-1.223;1.373;52.916
-1.168;0.913;52.796
-1.091;0.376;52.627
-1.141;0.775;52.734
-1.341;4.269;53.169
-1.372;3.970;53.236
-1.328;4.371;53.135
-1.383;2.798;53.257
-1.427;3.330;53.351
-1.420;3.228;53.336
-1.259;1.775;52.984
-1.407;2.948;53.303
-1.371;2.738;53.219
-1.329;2.528;53.126
-1.390;3.921;53.254
-1.207;1.043;52.856
-1.123;0.532;52.668
-1.148;4.973;52.706
-1.337;2.489;53.111
-1.443;3.430;53.332
-1.126;0.458;52.651
-1.411;3.874;53.241
-1.284;4.540;52.967
-1.259;1.573;52.915
-1.259;1.474;52.914
-1.345;2.366;53.095
-1.458;3.465;53.331
-1.342;4.430;53.076
-1.403;4.029;53.207
-1.254;4.635;52.885
-1.397;4.131;53.190
-1.441;3.669;53.285
-1.455;3.128;53.316
-1.336;2.232;53.061
-1.330;2.172;53.048
-1.163;0.695;52.692
-1.212;0.950;52.795
-1.280;4.585;52.933
-1.465;3.551;53.329
-1.389;2.674;53.167
-1.051;-0.123;52.449
-1.263;1.237;52.897
-1.191;0.853;52.744
-1.468;3.263;53.326
-1.046;-0.193;52.421
-1.478;3.136;53.322
-1.477;3.328;53.317
-1.206;4.865;52.742
-1.354;2.196;53.050
-1.493;3.530;53.315
-1.495;3.369;53.304
-1.324;1.711;52.944
-1.110;0.008;52.500
-1.446;4.145;53.162
-1.509;3.030;53.294
-1.494;2.849;53.260
-1.519;3.229;53.308
-1.478;2.770;53.223
-1.516;3.431;53.299
-1.430;2.578;53.123
-1.424;2.531;53.110
-1.473;3.890;53.207
-1.377;4.475;53.006
-1.378;1.931;53.009
-1.295;4.688;52.834
-1.341;4.587;52.930
-1.418;2.331;53.089
-1.300;1.129;52.847
-1.246;4.872;52.728
-1.255;4.792;52.748
-1.205;0.493;52.645
-1.343;1.637;52.924
-1.280;1.064;52.795
-1.275;0.975;52.785
-1.257;0.915;52.748
-1.223;0.637;52.671
-1.148;0.077;52.514
-1.125;-0.070;52.467
-1.089;-0.222;52.389
-1.095;-0.199;52.401
-1.341;1.337;52.888
-1.428;2.259;53.058
-1.460;4.323;53.113
-1.390;1.770;52.966
-1.241;0.535;52.667
-1.550;3.375;53.285
-1.552;3.167;53.289
-1.552;3.068;53.287
-1.542;3.531;53.264
-1.218;0.397;52.614
-1.527;3.730;53.229
-1.463;4.330;53.097
-1.474;4.233;53.121
-1.502;2.722;53.177
-1.422;2.071;53.011
-1.371;1.532;52.901
-1.385;1.692;52.926
-1.343;1.140;52.840
-1.179;0.172;52.511
-1.365;4.650;52.872
-1.265;0.735;52.674
-1.435;2.033;53.009
-1.278;0.854;52.698
-1.529;3.851;53.186
-1.575;2.997;53.279
-1.209;0.276;52.552
-1.261;0.483;52.653
-1.150;-0.142;52.429
-1.173;-0.056;52.472
-1.446;1.972;53.006
-1.407;1.597;52.918
-1.324;4.816;52.742
-1.500;2.371;53.084
-1.602;2.968;53.257
-1.607;3.387;53.264
-1.605;3.469;53.257
-1.551;3.931;53.146
-1.559;2.712;53.159
-1.568;3.911;53.170
-1.474;1.873;52.981
-1.458;1.750;52.945
-1.444;4.578;52.913
-1.401;4.689;52.828
-1.512;2.239;53.041
-1.601;3.646;53.207
-1.559;2.650;53.126
-1.340;4.874;52.689
-1.322;4.934;52.653
-1.540;4.236;53.070
-1.331;0.855;52.674
-1.318;0.683;52.645
-1.299;0.433;52.605
-1.458;1.554;52.896
-1.633;3.574;53.222
-1.641;3.430;53.239
-1.595;3.889;53.145
-1.616;3.734;53.186
-1.640;2.874;53.231
-1.416;1.155;52.804
-1.255;0.137;52.500
-1.237;-0.022;52.467
-1.578;4.091;53.108
-1.621;2.758;53.190
-1.577;2.571;53.106
-1.507;1.866;52.974
-1.551;4.331;53.048
-1.652;2.969;53.239
-1.579;2.474;53.099
-1.334;0.457;52.625
-1.217;-0.154;52.407
-1.542;2.185;53.004
-1.476;1.485;52.881
-1.308;0.365;52.565
-1.443;1.234;52.815
-1.411;4.756;52.751
-1.427;1.132;52.782
-1.412;1.053;52.753
-1.398;0.979;52.722
-1.572;4.291;53.043
-1.440;4.726;52.794
-1.539;2.090;52.980
-1.581;2.297;53.055
-1.367;0.776;52.651
-1.368;0.535;52.649
-1.540;1.796;52.963
-1.282;0.077;52.473
-1.695;3.429;53.217
-1.698;2.971;53.221
-1.235;-0.210;52.373
-1.695;3.468;53.214
-1.649;3.892;53.117
-1.642;3.970;53.101
-1.659;2.695;53.134
-1.599;2.229;53.019
-1.706;3.254;53.209
-1.567;4.498;52.943
-1.528;4.575;52.870
-1.589;4.438;52.981
-1.579;1.979;52.964
-1.277;-0.087;52.418
-1.693;2.750;53.166
-1.693;3.640;53.153
-1.507;4.657;52.814
-1.490;4.713;52.772
-1.583;1.745;52.940
-1.466;4.761;52.725
-1.482;1.134;52.756
-1.735;3.369;53.207
-1.738;3.229;53.213
-1.566;1.650;52.904
-1.448;4.819;52.688
-1.738;3.070;53.210
-1.724;3.571;53.181
-1.726;2.832;53.186
-1.431;4.877;52.650
-1.643;4.238;53.020
-1.670;4.072;53.066
-1.688;2.574;53.093
-1.660;2.275;53.044
-1.645;4.272;53.014
-1.698;2.478;53.108
-1.700;3.840;53.107
-1.523;1.363;52.792
-1.755;3.170;53.201
-1.625;2.076;52.968
-1.354;0.216;52.486
-1.390;0.343;52.547
-1.338;0.057;52.448
-1.365;0.241;52.494
-1.714;2.513;53.104
-1.614;1.700;52.928
-1.585;1.577;52.878
-1.443;0.576;52.627
-1.295;-0.203;52.365
-1.636;1.832;52.958
-1.520;1.175;52.753
-1.766;3.247;53.182
-1.540;1.279;52.786
-1.673;2.199;53.012
-1.503;1.051;52.709
-1.631;4.510;52.919
-1.781;3.348;53.176
-1.790;2.971;53.184
-1.337;-0.096;52.397
-1.782;2.830;53.168
-1.462;0.464;52.603
-1.741;2.591;53.080
-1.742;2.632;53.079
-1.750;2.431;53.093
-1.392;0.176;52.470
-1.713;4.170;53.018
-1.704;4.268;52.999
-1.685;4.386;52.964
-1.753;2.626;53.083
-1.501;0.899;52.649
-1.706;2.194;52.999
-1.691;2.133;52.974
-1.364;-0.021;52.412
-1.807;2.887;53.165
-1.682;2.031;52.951
-1.646;1.627;52.886
-1.614;1.396;52.819
-1.463;0.405;52.556
-1.416;0.199;52.470
-1.823;3.416;53.160
-1.743;2.260;53.024
-1.616;1.434;52.808
-1.806;3.673;53.128
-1.605;1.335;52.784
-1.699;1.973;52.941
-1.839;3.135;53.176
-1.803;2.747;53.115
-1.776;2.590;53.070
-1.596;1.275;52.764
-1.555;1.080;52.692
-1.561;4.776;52.696
-1.786;3.771;53.078
-1.786;2.371;53.078
-1.519;4.868;52.617
-1.519;0.581;52.615
-1.781;3.878;53.046
-1.840;3.390;53.146
-1.523;0.676;52.611
-1.712;1.733;52.918
-1.709;1.678;52.906
-1.675;1.553;52.845
-1.480;0.333;52.519
-1.668;4.580;52.826
-1.549;4.857;52.622
-1.718;4.478;52.897
-1.444;0.137;52.442
-1.883;3.075;53.151
-1.889;3.171;53.154
-1.881;2.870;53.141
-1.875;2.830;53.128
-1.674;1.436;52.793
-1.581;0.975;52.638
-1.410;-0.061;52.358
-1.859;3.571;53.093
-1.573;0.875;52.625
-1.635;4.728;52.720
-1.841;2.573;53.059
-1.562;0.778;52.599
-1.470;0.157;52.449
-1.540;0.431;52.560
-1.830;3.889;53.028
-1.839;2.299;53.043
-1.825;2.241;53.010
-1.532;0.375;52.532
-1.426;-0.093;52.352
-1.769;4.451;52.903
-1.772;1.833;52.910
-1.505;0.236;52.474
-1.762;1.673;52.886
-1.754;4.511;52.867
-1.925;2.932;53.136
-1.915;3.352;53.115
-1.721;1.474;52.797
-1.891;2.472;53.069
-1.815;4.253;52.941
-1.743;1.538;52.826
-1.695;4.675;52.744
-1.681;1.282;52.719
-1.602;0.676;52.591
-1.852;4.054;52.985
